split,class,source,path
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085084_temp_157.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_08_spur_10_158.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300232_test_159.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085300_test_160.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085179_test_161.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085092_test_162.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041047_temp_163.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085260_temp_164.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_12_short_05_165.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_12_mouse_bite_10_166.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000017_temp_167.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085108_temp_168.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041155_temp_169.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041191_test_170.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085250_test_171.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085011_temp_172.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300140_test_173.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085167_test_174.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000038_test_175.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_90100086_temp_176.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000028_test_177.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_11_open_circuit_01_178.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085258_test_179.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085052_temp_180.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000038_test_181.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300067_test_182.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085091_test_183.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000008_test_184.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000133_temp_185.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041200_temp_186.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_90100000_temp_187.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_04_missing_hole_07_188.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12000038_temp_189.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041101_temp_190.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000196_test_191.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000059_test_192.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000024_test_193.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_90100052_test_194.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_07_mouse_bite_03_195.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000037_test_196.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_05_missing_hole_08_197.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_04_short_18_198.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041206_temp_199.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041092_temp_200.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600027_test_201.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000185_temp_202.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000058_temp_203.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000067_test_204.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041196_temp_205.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12100056_test_206.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_20085245_test_0.jpg
val,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/pku_08_mouse_bite_08_1.jpg
val,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/pku_01_mouse_bite_14_2.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_44000107_test_3.jpg
val,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/pku_10_open_circuit_03_4.jpg
val,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/pku_04_open_circuit_13_5.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_77000043_test_6.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_00041199_test_7.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_77000104_test_8.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_44000054_test_9.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_92000084_test_10.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_44000020_temp_11.jpg
val,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/pku_01_open_circuit_12_12.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_00041201_test_13.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_50600009_test_14.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_20085239_temp_15.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_12300073_test_16.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_20085269_temp_17.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_12100019_test_18.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_00041120_temp_19.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_13000051_test_20.jpg
val,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/pku_01_spurious_copper_09_21.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_12100062_test_22.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_44000039_temp_23.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_77000022_test_24.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_20085309_test_25.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_20085165_temp_26.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_00041103_temp_27.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_13000033_test_28.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_77000049_temp_29.jpg
val,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/pku_01_short_05_30.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_20085056_test_31.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_13000114_temp_32.jpg
val,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/pku_04_spur_14_33.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_12100137_test_34.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_20085120_temp_35.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_20085042_temp_36.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_13000214_temp_37.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_12000017_test_38.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_12100177_test_39.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_00041154_test_40.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_92000066_test_41.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_44000113_test_42.jpg
val,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/val/bare_pcb/deeppcb_00041122_temp_43.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_01_missing_hole_14_0.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_12100150_temp_1.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085271_temp_2.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_77000106_test_3.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_11_missing_hole_08_4.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_00041161_temp_5.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_90100035_temp_6.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_00041019_temp_7.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_00041087_temp_8.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_13000103_test_9.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_44000083_test_10.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085205_test_11.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_92000071_temp_12.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_92000053_temp_13.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_07_spur_04_14.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_01_mouse_bite_17_15.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085191_temp_16.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_92000100_temp_17.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085140_test_18.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085285_test_19.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085099_temp_20.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_11_spur_10_21.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_77000028_temp_22.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_00041094_temp_23.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_13000039_temp_24.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_12300127_temp_25.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_00041158_test_26.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_13000040_temp_27.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_00041130_temp_28.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_06_spur_04_29.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_12300240_test_30.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_10_spurious_copper_03_31.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_05_open_circuit_07_32.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_92000072_test_33.jpg
test,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/pku_06_open_circuit_04_34.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_92000036_test_35.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085185_temp_36.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_50600026_test_37.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_50600059_temp_38.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_12300241_temp_39.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085268_temp_40.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_44000097_temp_41.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_92000055_test_42.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_20085153_test_43.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_44000014_test_44.jpg
test,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/test/bare_pcb/deeppcb_13000103_temp_45.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_pcb_2f_cc_6_png.rf.d62cd7c5a4db14daeb3b3ad24e97e0b9_0.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_Virtex6_jpg.rf.d63206a3088ab6869226561ec7eea3e1_1.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_ACM-109_Bottom_jpg.rf.97a8fac964333e79642cdadff125d4a9_2.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_ZTurn_jpg.rf.145d7d1b9a66bd8f6baef5a097d2df7b_3.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_XLVDSproSupply_Top1_jpg.rf.8b4335d395f616a83ad91c0a47cc6816_4.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_pcb164rec1_jpg.rf.13f5b2eb41f21c4cbd8fbcb0bfc8c6c5_5.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_pcb129rec1_jpg.rf.6b45d72ac1d9d8f70912afd39fcbb0ac_6.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_pcb72rec1_jpg.rf.d260158ba632201a7ba8e0486f8d7eb9_7.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_Spartan6_Top_jpg.rf.ea9aa16be619ae2dbdf48f82c5912de5_8.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_Ztex_jpg.rf.8d1f0fbf05c585a0f02ae44a1b14b329_9.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_pcb23rec1_jpg.rf.40b71152d72410cb275588fb8be0aefe_10.jpg
train,pcba,roboflow_pcba,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/pcba/roboflow_pcba_XLVDSproSupply_Top1_jpg.rf.1f14d7406eac6e008482c8081f443b9c_11.jpg
